User_ID,Account_Age,Email_Verified,Phone_Verified,Total_Products_Ordered,Return_Attempts,Successful_Returns,Complaints_Raised,Complaints_Refuted,Frequent_Location,Total_Reviews_Written,Legitimacy_Score,Normalized_Legitimacy_Score
U670,7,False,True,109,10,17,17,17,Yatesmouth,37,78,0.42016806722689076
U671,8,False,True,92,12,14,18,17,South Paul,52,79,0.4215686274509804
U672,7,False,False,197,13,11,0,0,North Kaylahaven,64,252,0.6638655462184874
U673,1,True,True,20,6,15,3,11,Mitchellfurt,33,153,0.5252100840336135
U674,7,True,True,40,9,13,15,14,West Jessica,98,199,0.5896358543417367
U675,2,True,True,22,1,2,4,4,Port Carlos,43,183,0.5672268907563025
U676,7,False,True,132,8,13,11,10,New Brandonmouth,69,208,0.6022408963585434
U677,3,True,False,151,10,9,18,3,Reesebury,98,170,0.5490196078431373
U678,1,False,False,101,17,12,11,4,New Daniel,69,42,0.3697478991596639
U679,8,True,False,161,13,5,15,2,Kellystad,4,20,0.3389355742296919
U680,5,True,False,119,18,9,5,7,Michaelview,75,206,0.5994397759103641
U681,2,False,True,2,8,2,2,16,Leachfurt,86,244,0.6526610644257703
U682,3,True,False,57,12,2,6,15,East Christopher,84,232,0.6358543417366946
U683,5,False,False,71,7,3,13,1,New Nicholas,9,-67,0.21708683473389356
U684,2,False,True,41,14,7,6,14,Mccarthystad,57,135,0.5
U685,1,False,True,104,4,7,7,8,Santoston,49,190,0.5770308123249299
U686,6,True,False,134,2,6,19,18,New Bonnie,53,180,0.5630252100840336
U687,3,False,True,164,13,4,1,2,New Kelsey,45,237,0.6428571428571429
U688,1,True,False,91,6,9,12,3,East Williamborough,9,8,0.32212885154061627
U689,5,False,False,158,13,10,2,18,North Kristinemouth,70,293,0.7212885154061625
U690,2,True,False,4,15,5,5,9,North Matthew,14,-4,0.30532212885154064
U691,8,False,False,20,17,14,19,9,Cynthiaville,13,-196,0.036414565826330535
U692,8,False,True,157,8,1,1,4,Martinshire,58,307,0.7408963585434174
U693,7,True,True,186,15,12,9,14,Dawnbury,8,197,0.5868347338935574
U694,1,True,False,183,0,2,4,16,Turnerbury,78,427,0.9089635854341737
U695,7,True,True,69,16,4,6,5,Singletonchester,45,150,0.5210084033613446
U696,6,True,False,63,0,19,10,16,Rayfort,75,217,0.6148459383753502
U697,1,False,True,117,0,11,3,8,Maxwellside,40,237,0.6428571428571429
U698,8,True,True,103,10,7,10,13,Port Oscar,37,194,0.5826330532212886
U699,1,False,False,90,8,8,18,19,Halebury,76,103,0.45518207282913165
U700,5,True,False,6,8,18,14,15,Garciaburgh,51,27,0.3487394957983193
U701,6,True,False,178,19,10,16,16,Lake Joanneshire,45,135,0.5
U702,6,True,False,61,8,5,16,10,Callahanhaven,34,31,0.3543417366946779
U703,4,False,False,77,17,0,6,14,North Lisa,76,162,0.5378151260504201
U704,5,True,False,81,13,19,12,2,Boydside,29,-14,0.2913165266106443
U705,5,False,False,16,0,13,14,4,Jasonchester,55,-10,0.2969187675070028
U706,1,False,False,80,11,1,12,1,Batesport,3,-84,0.19327731092436976
U707,1,True,False,13,17,9,6,17,North Amandastad,46,79,0.4215686274509804
U708,3,False,False,98,11,4,5,5,South James,14,44,0.37254901960784315
U709,8,True,True,119,16,19,4,0,Adamhaven,10,97,0.44677871148459386
U710,3,False,False,83,16,11,8,0,Dudleyberg,29,-35,0.2619047619047619
U711,7,True,False,21,3,3,1,15,West Christopherton,84,297,0.726890756302521
U712,7,True,False,102,4,18,1,17,East Sierrashire,12,209,0.603641456582633
U713,5,False,True,1,17,16,10,3,Calderontown,88,35,0.3599439775910364
U714,6,True,False,107,8,5,16,9,West Keith,40,84,0.42857142857142855
U715,9,False,True,49,3,11,16,15,Hartfurt,17,29,0.35154061624649857
U716,4,True,True,49,5,18,4,15,North Carlfort,86,303,0.7352941176470589
U717,4,False,True,43,5,15,0,7,West Anitamouth,42,165,0.542016806722689
U718,1,False,False,94,14,5,9,2,Lake Julie,89,114,0.47058823529411764
U719,4,False,False,183,13,16,15,2,West James,91,136,0.5014005602240896
U720,3,True,True,183,0,3,14,2,Oliverborough,54,261,0.6764705882352942
U721,7,True,False,91,15,6,3,9,West William,8,99,0.4495798319327731
U722,8,True,True,79,3,0,12,18,Lake George,51,252,0.6638655462184874
U723,9,True,False,55,6,8,6,2,Port Amy,83,193,0.5812324929971989
U724,2,True,True,33,8,10,18,13,West Calvin,43,48,0.37815126050420167
U725,6,True,False,119,1,15,2,5,Martinmouth,30,211,0.6064425770308123
U726,5,False,False,153,15,17,2,5,Lake Kyle,82,223,0.623249299719888
U727,4,False,True,111,14,12,16,1,Feliciafort,1,-78,0.20168067226890757
U728,5,False,False,152,18,9,2,17,West Tonya,7,133,0.49719887955182074
U729,5,True,False,96,9,8,6,16,Cherylview,22,159,0.5336134453781513
U730,3,False,False,86,1,11,2,13,Adamsmouth,34,178,0.5602240896358543
U731,2,False,True,170,6,4,12,1,Edwardfort,66,203,0.5952380952380952
U732,9,True,False,105,1,15,4,16,Cervantesmouth,2,182,0.5658263305322129
U733,3,False,False,60,11,4,18,3,Hayestown,32,-98,0.17366946778711484
U734,9,True,True,148,17,18,4,1,Powersland,49,208,0.6022408963585434
U735,5,True,True,121,2,17,13,2,Bowmanberg,71,209,0.603641456582633
U736,8,True,False,56,17,9,13,3,North Charlesview,85,74,0.41456582633053224
U737,7,True,True,48,12,14,0,14,Evanmouth,75,294,0.7226890756302521
U738,1,False,True,102,13,2,17,3,Karenland,2,-66,0.2184873949579832
U739,7,True,True,189,5,17,14,9,New Scottside,69,287,0.7128851540616247
U740,7,True,True,175,18,1,10,0,Lake Joshua,22,141,0.5084033613445378
U741,1,True,True,178,3,0,3,4,Rivasland,66,387,0.8529411764705882
U742,8,True,True,107,19,19,17,4,Davismouth,95,130,0.49299719887955185
U743,9,False,False,2,19,6,8,17,West Heidi,97,112,0.4677871148459384
U744,5,True,False,52,11,19,10,4,South Lindsaymouth,1,-59,0.22829131652661064
U745,1,True,False,48,14,11,19,3,Erinview,79,-9,0.29831932773109243
U746,7,True,False,147,9,10,14,1,Sandraborough,53,117,0.47478991596638653
U747,2,True,True,149,3,3,4,10,Millerstad,38,318,0.7563025210084033
U748,7,True,False,155,19,4,2,18,Diazfort,25,236,0.6414565826330533
U749,9,False,True,6,13,11,8,6,Keithview,94,125,0.48599439775910364
U750,7,True,True,14,15,5,15,16,East Angela,95,163,0.5392156862745098
U751,6,False,False,13,9,4,9,7,North Jacquelinebury,57,31,0.3543417366946779
U752,7,False,True,7,17,11,6,13,Lisahaven,17,3,0.31512605042016806
U753,4,False,True,71,17,6,16,3,Myershaven,47,-19,0.28431372549019607
U754,2,False,True,92,2,19,5,17,Lake Rachaelmouth,51,235,0.6400560224089635
U755,7,True,True,43,9,3,19,3,Vancefurt,77,85,0.42997198879551823
U756,1,True,False,53,19,14,2,3,Mooreport,21,19,0.33753501400560226
U757,3,True,False,17,0,19,3,9,Robertview,0,50,0.38095238095238093
U758,7,False,True,61,2,0,4,2,South Dustinville,43,171,0.5504201680672269
U759,3,True,False,59,19,16,8,8,Charlesbury,67,82,0.4257703081232493
U760,3,True,True,114,9,19,5,8,North Jennifer,24,175,0.5560224089635855
U761,8,False,False,22,5,11,19,4,North Harrybury,39,-101,0.16946778711484595
U762,4,False,True,164,7,11,9,8,East Christianland,45,205,0.5980392156862745
U763,5,True,True,165,4,16,18,15,Port Lesliebury,14,146,0.5154061624649859
U764,1,False,False,113,8,10,15,5,Michaelside,48,26,0.3473389355742297
U765,1,True,True,193,4,11,12,10,Palmerview,50,283,0.7072829131652661
U766,3,True,False,191,9,2,15,4,Molinaton,57,182,0.5658263305322129
U767,7,True,True,155,3,15,0,8,Murphyberg,90,444,0.9327731092436975
U768,4,True,True,155,17,17,0,6,Nicolefurt,51,276,0.6974789915966386
U769,3,False,True,120,9,11,17,6,Randallberg,2,-27,0.27310924369747897
U770,3,True,False,199,10,4,6,1,North Carol,23,188,0.5742296918767507
U771,9,False,False,57,13,4,3,3,East Monique,96,179,0.561624649859944
U772,8,False,False,137,12,10,19,14,Port Craig,88,129,0.49159663865546216
U773,5,True,False,15,10,4,11,3,East Rachael,36,-6,0.3025210084033613
U774,3,False,True,130,12,3,16,19,Hallville,78,211,0.6064425770308123
U775,8,True,False,8,9,18,13,7,North Matthew,54,6,0.31932773109243695
U776,8,False,True,87,6,4,15,6,Lake Janet,25,45,0.3739495798319328
U777,9,False,False,19,2,16,9,6,South Timothybury,75,85,0.42997198879551823
U778,2,True,False,25,14,11,8,15,Sandersport,30,42,0.3697478991596639
U779,3,True,True,43,13,12,0,16,South Deanna,21,182,0.5658263305322129
U780,6,True,True,174,19,0,19,5,Simpsonburgh,33,92,0.43977591036414565
U781,2,True,False,139,10,2,15,18,New Elizabethton,65,209,0.603641456582633
U782,3,True,False,145,9,8,13,17,West Matthew,40,175,0.5560224089635855
U783,3,False,True,7,9,13,4,16,Annberg,46,124,0.484593837535014
U784,1,False,False,32,16,19,19,14,Catherinemouth,5,-194,0.0392156862745098
U785,3,True,False,43,8,15,17,16,New Mikeland,28,-5,0.30392156862745096
U786,6,True,False,122,17,10,10,18,South Derekborough,3,75,0.41596638655462187
U787,5,False,True,78,9,10,18,11,Port Toddbury,10,-32,0.2661064425770308
U788,6,False,False,196,8,0,7,4,Thomaston,62,242,0.6498599439775911
U789,3,True,True,164,10,15,16,8,Dennisfurt,99,268,0.6862745098039216
U790,3,False,True,15,18,4,12,2,New Edward,88,39,0.36554621848739494
U791,4,False,False,74,1,0,12,3,Dukeview,64,100,0.45098039215686275
U792,7,True,True,42,6,6,0,11,North Matthewbury,95,359,0.8137254901960784
U793,5,True,False,11,10,7,7,8,South Michaelshire,71,119,0.47759103641456585
U794,5,False,True,129,4,10,6,17,Williamsfurt,2,178,0.5602240896358543
U795,1,True,False,124,2,17,6,6,Lake Christopher,87,276,0.6974789915966386
U796,1,True,False,45,15,14,9,15,New Jessica,70,119,0.47759103641456585
U797,6,False,False,176,15,11,3,4,East Andrewside,26,133,0.49719887955182074
U798,4,False,False,136,4,5,9,3,West Kennethbury,63,165,0.542016806722689
U799,2,False,True,19,13,6,15,16,Nicolemouth,68,62,0.39775910364145656
U800,7,True,False,108,14,6,1,4,East Laurenfort,64,228,0.6302521008403361
U801,4,True,False,157,14,19,15,13,Millerside,65,152,0.5238095238095238
U802,9,True,True,69,15,17,4,4,West Bradleyview,80,218,0.6162464985994398
U803,4,False,False,199,3,6,16,10,Christopherton,66,202,0.5938375350140056
U804,4,False,True,62,9,4,19,19,South William,80,132,0.4957983193277311
U805,3,False,False,159,4,8,8,2,South Danielborough,72,203,0.5952380952380952
U806,6,False,True,142,13,13,18,13,Johnstad,2,2,0.3137254901960784
U807,1,True,False,182,10,1,2,9,Port Michael,40,287,0.7128851540616247
U808,7,False,False,19,8,3,5,3,North Carla,81,114,0.47058823529411764
U809,4,False,False,172,4,7,5,9,Port Michaelland,8,157,0.530812324929972
U810,9,True,True,197,17,2,13,16,New Hector,32,240,0.6470588235294118
U811,7,False,False,78,5,4,12,0,West Paula,94,127,0.4887955182072829
U812,4,False,False,178,10,6,7,8,North Matthewborough,61,216,0.6134453781512605
U813,8,True,False,111,7,19,10,2,Hernandezfurt,26,66,0.40336134453781514
U814,8,False,True,99,4,1,17,11,Lake Johnburgh,63,154,0.5266106442577031
U815,7,True,True,133,14,3,8,6,Samanthachester,42,205,0.5980392156862745
U816,7,False,False,15,6,12,15,8,South Chrisstad,71,7,0.32072829131652664
U817,4,True,True,170,10,9,16,16,West Joseph,5,140,0.5070028011204482
U818,5,True,True,122,4,7,3,12,Smithmouth,72,372,0.8319327731092437
U819,3,True,True,55,1,11,12,9,Port Abigailchester,50,159,0.5336134453781513
U820,4,False,False,82,5,1,18,12,Kentfort,32,7,0.32072829131652664
U821,4,False,False,151,2,1,16,1,Dustinview,28,48,0.37815126050420167
U822,2,False,True,44,1,0,16,0,Lake Charlotte,0,-67,0.21708683473389356
U823,7,False,True,34,11,13,10,3,Priceville,61,54,0.3865546218487395
U824,7,True,False,146,7,3,3,13,East Christopherton,70,344,0.7927170868347339
U825,9,False,True,95,8,13,1,17,Sabrinatown,47,266,0.6834733893557423
U826,4,False,True,188,13,6,11,17,Nathanberg,27,198,0.5882352941176471
U827,6,False,True,68,5,13,3,12,New Cheryl,2,113,0.469187675070028
U828,1,True,False,179,13,7,19,7,Ashleyburgh,52,101,0.4523809523809524
U829,5,True,False,113,13,0,18,15,Lake Aaronland,57,117,0.47478991596638653
U830,3,True,True,43,12,17,18,9,Kirkburgh,43,6,0.31932773109243695
U831,3,True,True,30,13,10,5,11,New Brandonchester,95,246,0.6554621848739496
U832,8,False,False,18,3,11,2,7,Samuelhaven,64,140,0.5070028011204482
U833,1,False,True,41,10,13,4,7,Michellestad,75,162,0.5378151260504201
U834,8,True,False,77,9,10,0,3,Lake Angelaland,40,173,0.5532212885154062
U835,1,True,False,155,0,1,16,7,New Dianashire,55,190,0.5770308123249299
U836,8,True,False,171,15,18,10,5,Wheelerstad,62,175,0.5560224089635855
U837,2,False,False,16,10,8,2,13,North Leslieborough,33,65,0.4019607843137255
U838,8,False,True,185,0,11,18,14,Turnerland,23,165,0.542016806722689
U839,7,True,False,76,18,18,10,4,Lake Vanessa,91,116,0.4733893557422969
U840,5,False,True,65,9,6,8,0,Pottsport,89,166,0.5434173669467787
U841,6,False,False,41,6,10,8,13,Tapiaberg,57,102,0.453781512605042
U842,7,False,True,154,7,10,12,9,Contrerasfort,29,146,0.5154061624649859
U843,9,True,True,72,5,12,16,8,Lake Thomas,49,119,0.47759103641456585
U844,5,True,False,151,3,16,12,9,Davidshire,28,145,0.5140056022408963
U845,9,True,False,119,15,9,12,4,Lake Janetmouth,75,144,0.5126050420168067
U846,1,False,False,67,11,6,12,11,South Cassandraland,11,-41,0.2535014005602241
U847,6,True,True,75,9,2,6,6,Santanaville,41,190,0.5770308123249299
U848,6,True,True,92,14,16,2,14,West Madisonfurt,99,350,0.8011204481792717
U849,2,True,True,177,5,12,1,5,Birdbury,82,411,0.8865546218487395
U850,2,True,False,133,4,12,13,16,East Michael,5,103,0.45518207282913165
U851,2,False,True,169,18,6,16,18,East Kimberly,82,215,0.6120448179271709
U852,2,True,False,83,5,11,10,17,New Catherineburgh,73,221,0.6204481792717087
U853,9,True,True,192,16,6,19,4,Port William,7,62,0.39775910364145656
U854,2,True,True,62,2,17,2,15,Lake William,85,347,0.7969187675070029
U855,3,False,True,109,15,12,18,10,Natashahaven,64,64,0.4005602240896359
U856,9,False,False,71,5,4,14,9,North Jessemouth,59,79,0.4215686274509804
U857,2,False,False,70,11,18,19,3,Devonmouth,7,-178,0.06162464985994398
U858,3,True,False,13,11,5,16,15,West Christinehaven,72,63,0.39915966386554624
U859,4,True,False,2,5,19,3,1,North Alyssa,21,14,0.33053221288515405
U860,5,False,False,62,16,4,17,17,Leshire,35,-31,0.26750700280112044
U861,3,True,False,145,9,9,6,1,Port Aliciachester,88,259,0.6736694677871149
U862,2,False,True,159,6,18,9,19,North Breanna,82,316,0.7535014005602241
U863,6,True,False,93,9,6,6,9,Garyton,54,191,0.5784313725490197
U864,9,False,False,184,11,9,7,19,Robertsstad,4,162,0.5378151260504201
U865,2,False,False,83,6,7,15,0,Alexanderhaven,12,-83,0.19467787114845939
U866,5,True,False,6,7,15,1,8,New Jordan,59,149,0.5196078431372549
U867,6,True,False,22,6,11,14,7,Lake Jeanneton,23,-27,0.27310924369747897
U868,2,False,True,179,5,14,12,5,Lake Brittanychester,18,121,0.4803921568627451
U869,3,False,True,188,10,13,4,9,Kingmouth,20,213,0.6092436974789915
U870,7,False,True,124,17,8,8,19,East Jenniferhaven,19,140,0.5070028011204482
U871,6,False,True,178,7,12,12,0,Port Kevin,81,223,0.623249299719888
U872,6,False,True,70,12,17,13,3,Port Gerald,79,81,0.42436974789915966
U873,9,False,False,65,19,5,9,1,Haleville,27,-53,0.23669467787114845
U874,8,True,True,100,1,17,6,11,Port Robyn,23,218,0.6162464985994398
U875,4,True,True,43,19,14,0,4,North Jessicabury,28,104,0.4565826330532213
U876,6,True,False,188,7,13,1,17,Lake Josephshire,83,430,0.9131652661064426
U877,3,True,False,107,5,19,3,18,Port William,39,238,0.6442577030812325
U878,3,True,False,184,10,10,2,1,Katherineburgh,31,217,0.6148459383753502
U879,9,True,False,41,5,19,11,18,West Aaron,47,120,0.4789915966386555
U880,6,False,False,111,18,1,4,15,Clarkbury,90,246,0.6554621848739496
U881,7,True,False,68,19,19,6,4,Montgomeryton,53,65,0.4019607843137255
U882,9,False,False,67,19,15,4,0,East Rebecca,12,-56,0.23249299719887956
U883,2,False,True,42,3,18,3,15,Tammybury,84,258,0.6722689075630253
U884,6,True,False,145,0,16,18,18,West Stacyshire,79,243,0.6512605042016807
U885,1,False,True,92,8,18,1,12,Lake Markmouth,90,298,0.7282913165266106
U886,2,False,False,166,19,9,10,5,Taylorview,35,52,0.38375350140056025
U887,6,True,True,18,8,7,0,2,Michelleberg,1,88,0.4341736694677871
U888,4,True,True,95,6,12,0,12,Bergchester,95,399,0.8697478991596639
U889,1,True,True,87,9,14,2,12,Schaeferville,70,296,0.7254901960784313
U890,3,True,True,7,14,7,19,6,East Martin,38,-55,0.2338935574229692
U891,2,True,True,89,2,1,15,14,Chandlerport,56,213,0.6092436974789915
U892,6,True,False,140,18,5,13,19,Jasonstad,2,71,0.4103641456582633
U893,7,True,False,103,1,7,7,6,Nicoleberg,64,236,0.6414565826330533
U894,7,True,True,103,19,17,10,11,Davidland,99,241,0.6484593837535014
U895,9,True,True,138,11,5,3,13,East David,48,322,0.7619047619047619
U896,5,False,True,49,12,17,3,19,Lake Tracyhaven,62,204,0.5966386554621849
U897,8,False,True,184,2,9,15,10,Lewisberg,37,196,0.5854341736694678
U898,1,False,True,175,14,10,9,11,East Renee,13,128,0.49019607843137253
U899,8,False,True,176,16,18,6,12,Philipshire,1,128,0.49019607843137253
U900,7,False,False,152,3,12,12,18,Jonesburgh,30,157,0.530812324929972
U901,6,False,True,115,17,1,1,0,Meganview,43,166,0.5434173669467787
U902,6,True,True,12,3,0,18,7,Allenchester,55,74,0.41456582633053224
U903,6,True,False,34,0,4,16,9,Marytown,92,157,0.530812324929972
U904,6,True,True,81,4,1,13,5,Amybury,78,222,0.6218487394957983
U905,4,True,False,172,17,11,13,5,New Kevin,62,142,0.5098039215686274
U906,1,False,False,93,15,1,6,0,Port Amanda,62,82,0.4257703081232493
U907,8,True,True,162,10,8,11,13,Port Miguel,68,303,0.7352941176470589
U908,8,True,False,138,14,15,15,3,New Crystal,31,31,0.3543417366946779
U909,5,True,False,19,1,8,0,0,New Matthewfurt,86,230,0.6330532212885154
U910,8,False,True,29,5,1,10,9,South Jason,53,119,0.47759103641456585
U911,1,False,False,82,0,6,2,0,North Jenniferfort,70,192,0.5798319327731093
U912,9,False,True,29,0,9,11,11,Williamsonside,92,208,0.6022408963585434
U913,8,True,True,140,17,16,14,1,Cherylport,27,58,0.39215686274509803
U914,6,True,True,2,12,12,3,19,Martinezbury,2,99,0.4495798319327731
U915,8,False,True,186,15,6,8,10,Davidburgh,43,221,0.6204481792717087
U916,1,False,False,141,17,9,1,9,North Gabrielaton,23,121,0.4803921568627451
U917,8,True,True,102,18,17,14,5,Cliffordfurt,63,105,0.4579831932773109
U918,3,True,False,36,18,11,8,7,Jensenshire,19,-27,0.27310924369747897
U919,3,True,True,88,2,0,8,2,East Jasminefort,52,218,0.6162464985994398
U920,8,False,True,31,11,11,16,1,South Natalieville,55,-25,0.2759103641456583
U921,8,False,False,180,2,1,1,13,Chaveztown,91,421,0.9005602240896359
U922,6,False,False,101,1,10,15,1,Kellyview,88,119,0.47759103641456585
U923,1,False,True,79,1,9,10,12,Bettyport,47,162,0.5378151260504201
U924,4,False,False,128,12,11,9,7,Perezland,96,191,0.5784313725490197
U925,8,True,False,1,13,14,12,3,Ramirezland,3,-125,0.13585434173669467
U926,7,True,False,12,10,7,6,9,Stevenfort,75,147,0.5168067226890757
U927,8,True,True,191,10,12,6,19,Johnsonton,66,400,0.8711484593837535
U928,3,False,True,87,0,9,14,19,Michaelland,25,130,0.49299719887955185
U929,1,False,True,27,1,15,12,2,South Michelleshire,73,80,0.42296918767507
U930,8,False,False,86,11,11,4,17,Martinezfort,39,148,0.5182072829131653
U931,6,False,True,154,19,1,6,0,Bakerfurt,33,125,0.48599439775910364
U932,6,False,True,90,3,10,15,0,Lake Michaelmouth,49,65,0.4019607843137255
U933,8,True,True,138,16,5,12,12,Spencerland,37,178,0.5602240896358543
U934,2,False,True,118,14,1,5,1,Clarkfurt,67,189,0.5756302521008403
U935,1,True,True,150,13,0,0,2,Jimmyville,69,335,0.7801120448179272
U936,6,True,True,175,11,15,13,4,Richardton,72,236,0.6414565826330533
U937,2,False,True,34,13,12,15,1,Matthewport,0,-146,0.10644257703081232
U938,5,True,True,28,12,0,18,12,Port John,44,46,0.3753501400560224
U939,1,True,True,76,1,1,1,1,Lake Micheleville,35,236,0.6414565826330533
U940,2,True,True,54,16,8,5,16,Erictown,29,150,0.5210084033613446
U941,3,True,False,193,3,4,12,2,Wrightville,47,210,0.6050420168067226
U942,4,False,False,125,18,11,13,4,North Kristenmouth,53,17,0.33473389355742295
U943,7,False,True,9,14,9,1,17,West Denise,85,230,0.6330532212885154
U944,4,False,False,181,16,17,6,15,Johnstad,29,148,0.5182072829131653
U945,4,True,True,166,8,8,16,10,Phillipsmouth,86,280,0.7030812324929971
U946,7,False,False,1,4,10,8,17,New Susanside,52,84,0.42857142857142855
U947,3,False,False,51,15,15,4,9,New Edgar,60,77,0.41876750700280113
U948,1,False,True,153,17,5,18,0,East Emilytown,41,12,0.3277310924369748
U949,2,False,False,41,9,15,0,3,Cheyenneton,21,27,0.3487394957983193
U950,3,False,False,133,13,19,0,14,East Lisa,70,246,0.6554621848739496
U951,6,False,True,14,9,4,14,2,West Michelle,79,51,0.38235294117647056
U952,2,False,True,14,18,19,9,4,Port Jennifer,16,-98,0.17366946778711484
U953,5,False,True,104,2,7,14,10,West Jason,60,170,0.5490196078431373
U954,4,False,False,81,4,11,15,15,Burgessborough,36,44,0.37254901960784315
U955,5,False,True,140,14,8,10,8,Port Davidland,43,140,0.5070028011204482
U956,2,False,True,184,2,5,16,3,Wrightmouth,2,77,0.41876750700280113
U957,3,True,False,15,11,17,8,15,South Stacyberg,90,157,0.530812324929972
U958,3,False,False,2,15,8,7,8,Port Jessestad,75,37,0.3627450980392157
U959,1,False,False,167,17,11,4,9,East Jeremyview,31,129,0.49159663865546216
U960,4,False,True,78,9,16,18,1,North Markburgh,1,-114,0.15126050420168066
U961,2,True,True,101,7,19,3,4,Gonzalezton,64,250,0.6610644257703081
U962,1,True,False,114,11,0,3,17,West Alexis,7,180,0.5630252100840336
U963,6,True,False,8,14,1,3,9,Port Stephanieside,21,55,0.38795518207282914
U964,8,True,True,122,14,7,11,3,North Monicaview,25,109,0.4635854341736695
U965,8,True,True,193,11,18,19,16,East Jeremymouth,9,126,0.48739495798319327
U966,2,False,False,63,16,4,10,7,Port Elizabethchester,59,32,0.3557422969187675
U967,9,False,True,59,15,16,13,1,South Mary,80,55,0.38795518207282914
U968,6,False,True,38,9,14,4,16,Boydton,13,93,0.4411764705882353
U969,1,False,True,151,15,2,16,4,South Tara,39,62,0.39775910364145656
U970,2,False,True,76,6,16,11,18,Watsonshire,4,56,0.38935574229691877
U971,4,False,True,85,12,10,8,6,Katherineside,35,83,0.4271708683473389
U972,4,False,True,100,15,19,1,1,New Kevinport,9,58,0.39215686274509803
U973,8,True,False,121,15,10,2,2,Orozcomouth,66,214,0.6106442577030813
U974,8,True,True,4,13,1,11,19,East Ericabury,96,230,0.6330532212885154
U975,2,True,True,167,5,16,2,3,Rebeccashire,33,275,0.696078431372549
U976,4,False,True,113,12,17,0,7,Carolland,21,154,0.5266106442577031
U977,6,True,True,85,1,5,9,4,Nathanielborough,37,186,0.5714285714285714
U978,4,True,False,164,11,12,11,1,Kevintown,4,46,0.3753501400560224
U979,7,True,True,62,11,12,1,8,North Alexander,18,163,0.5392156862745098
U980,6,False,True,149,17,2,19,2,Lake Davidton,22,-14,0.2913165266106443
U981,7,True,False,172,0,18,7,4,South Susanfort,44,238,0.6442577030812325
U982,7,True,True,150,14,19,13,8,Phillipsbury,62,190,0.5770308123249299
U983,4,True,False,47,8,6,14,9,North Jennifer,64,86,0.43137254901960786
U984,3,False,False,5,13,9,15,8,South Angela,64,-54,0.23529411764705882
U985,8,True,False,194,16,16,0,6,Jenniferland,70,318,0.7563025210084033
U986,3,False,True,141,6,0,14,4,Stephanieside,5,57,0.3907563025210084
U987,3,False,True,131,16,14,9,1,Mcclureburgh,10,14,0.33053221288515405
U988,5,True,True,181,16,3,2,7,South Robertshire,33,286,0.711484593837535
U989,8,False,True,120,0,9,2,7,Millertown,26,235,0.6400560224089635
U990,2,False,False,111,15,3,4,8,New Katie,65,164,0.5406162464985994
U991,5,True,False,187,13,6,9,10,Bellberg,65,260,0.6750700280112045
U992,6,False,False,138,7,17,7,11,West Anthonyfurt,47,160,0.5350140056022409
U993,2,False,True,109,7,5,7,10,Lauraside,61,220,0.6190476190476191
U994,7,False,True,152,19,0,2,7,Port Cristian,1,138,0.5042016806722689
U995,8,False,False,87,8,16,3,15,Jerryland,81,238,0.6442577030812325
U996,8,False,False,197,2,10,15,1,Lake Larryview,57,152,0.5238095238095238
U997,6,True,False,36,0,18,4,3,West Nicole,60,157,0.530812324929972
U998,5,False,False,139,9,13,6,7,East Drewville,30,113,0.469187675070028
U999,1,True,True,0,9,13,16,14,Kimberlymouth,82,105,0.4579831932773109
U1000,2,True,True,70,0,8,19,16,Johnsonton,66,180,0.5630252100840336
U1001,7,False,True,131,3,14,7,7,Garcialand,77,271,0.6904761904761905
U1002,1,False,True,167,3,0,8,17,Zacharyville,11,231,0.634453781512605
U1003,5,False,False,144,14,4,4,1,Donaldview,69,179,0.561624649859944
U1004,6,False,False,90,13,3,9,14,South Parkerview,14,39,0.36554621848739494
U1005,1,False,True,105,18,0,16,8,East Rachelchester,69,85,0.42997198879551823
U1006,6,True,False,14,16,14,3,4,North Tammy,9,-24,0.2773109243697479
U1007,3,True,True,64,4,3,3,7,Lake Kathryn,26,201,0.592436974789916
U1008,7,False,True,197,13,11,16,4,West Richard,22,78,0.42016806722689076
U1009,1,True,True,108,2,7,13,13,Christinaland,16,153,0.5252100840336135
U1010,7,True,True,0,19,13,7,2,North Jamesberg,8,-51,0.23949579831932774
U1011,9,True,False,119,2,19,8,15,Bensonchester,44,222,0.6218487394957983
U1012,9,True,False,167,14,18,10,10,South Courtney,40,159,0.5336134453781513
U1013,2,True,True,55,12,11,10,5,Beckyborough,9,20,0.3389355742296919
U1014,7,False,False,49,2,14,5,13,New John,21,82,0.4257703081232493
U1015,2,True,True,100,18,8,6,18,North Antonio,42,212,0.6078431372549019
U1016,7,False,True,95,5,11,15,17,Nancyhaven,38,123,0.4831932773109244
U1017,5,True,True,138,4,1,16,15,Ericfort,7,155,0.5280112044817927
U1018,5,True,True,139,16,18,8,14,Reedburgh,94,311,0.7464985994397759
U1019,5,False,True,116,4,15,5,12,Port Angelicaberg,56,248,0.6582633053221288
U1020,3,True,True,193,18,0,1,15,West Wendymouth,73,420,0.8991596638655462
U1021,5,True,False,137,4,1,13,5,East Troy,23,116,0.4733893557422969
U1022,1,True,True,180,12,12,1,11,Garcialand,36,315,0.7521008403361344
U1023,6,False,True,50,7,7,18,10,East Timothymouth,48,29,0.35154061624649857
U1024,1,False,True,134,18,11,7,5,Samanthaview,43,115,0.47198879551820727
U1025,5,True,True,185,2,6,15,18,Bryanfurt,54,321,0.7605042016806722
